_id_,timeTaken,nps,County,State,Full Part Time,Gender,Ethnic Group Description,Date of Birth,age,age_group,Payment Frequency,Contract Type,concat,Prediction,recommendation
58f20a99a4f5930100cea883,,6,El Dorado,CA,Full Time,Male,Chinese,12/01/1992,26,1,Monthly,Permanent,El Dorado_CA,2,0
58f24f0ba4f5930100cea886,,6,Aroostook,ME,Full Time,Male,White,12/12/1985,33,2,Monthly,Permanent,Aroostook_ME,3,0
58f28e54d7aff30100ae1930,,6,Lewis,NY,Full Time,Male,White,5/03/1951,67,2,Monthly,Permanent,Lewis_NY,65,1
58e7de8bd7aff30100ae18b8,,7,Pike,MS,Part Time,Male,American Ethnicities,25/12/1998,20,1,2-Weekly,Permanent,Pike_MS,22,0
58e8b3fcd7aff30100ae18c2,,7,Cortland,NY,Part Time,Male,American Ethnicities,15/04/1987,31,2,2-Weekly,Permanent,Cortland_NY,36,0
58e8b6ddd7aff30100ae18c3,,7,Somerset,PA,Full Time,Female,American Ethnicities,24/08/1987,31,2,2-Weekly,Permanent,Somerset_PA,53,1
58e8c1a1d7aff30100ae18c4,,7,Cambria,PA,Part Time,Male,American Ethnicities,3/08/1994,24,1,2-Weekly,Permanent,Cambria_PA,61,1
58e8d9f7a4f5930100cea817,,7,Hawaii,HI,Part Time,Female,American Ethnicities,7/01/1994,24,1,2-Weekly,Permanent,Hawaii_HI,90,1
58e8e6ecd7aff30100ae18c8,,7,Queen Annes,MD,Part Time,Male,American Ethnicities,17/09/1992,26,1,2-Weekly,Permanent,Queen Annes_MD,83,1
58e8e89ed7aff30100ae18c9,,7,Dyer,TN,Full Time,Male,American Ethnicities,13/09/1980,38,2,2-Weekly,Permanent,Dyer_TN,37,0
58e91b25d7aff30100ae18d3,,7,Berks,PA,Full Time,Female,American Ethnicities,2/04/1981,37,2,2-Weekly,Permanent,Berks_PA,79,1
58e91ca2a4f5930100cea820,,7,Cattaraugus,NY,Full Time,Female,American Ethnicities,4/03/1979,39,2,2-Weekly,Permanent,Cattaraugus_NY,61,1
58e91f27a4f5930100cea821,,7,Kenton,KY,Full Time,Male,American Ethnicities,24/06/1985,33,2,2-Weekly,Permanent,Kenton_KY,62,1
58e923bbd7aff30100ae18d6,,7,Fresno,CA,Full Time,Female,Chinese,22/06/1985,33,2,Monthly,Permanent,Fresno_CA,13,0
58ea0eaaa4f5930100cea823,,7,McLean,IL,Full Time,Female,White,9/10/1986,32,2,Monthly,Permanent,McLean_IL,30,0
58ea19f5a4f5930100cea824,,7,Polk,FL,Full Time,Male,White,21/10/1981,37,2,Monthly,Permanent,Polk_FL,73,1
58ea213aa4f5930100cea825,,7,Chautauqua,NY,Full Time,Female,White,12/11/1986,32,2,Monthly,Permanent,Chautauqua_NY,1,0
58ea28b7a4f5930100cea826,,7,Union,NC,Full Time,Female,Mixed,19/01/1991,27,1,Monthly,Permanent,Union_NC,77,1
58ea47efa4f5930100cea829,,7,Union,OR,Full Time,Female,White,21/06/1984,34,2,Monthly,Permanent,Union_OR,37,0
58eaa1eaa4f5930100cea82d,,7,Miami-Dade,FL,Full Time,Male,White,15/08/1987,31,2,Monthly,Permanent,Miami-Dade_FL,19,0
58eb5ecfd7aff30100ae18e7,,7,Hopkins,TX,Full Time,Male,Chinese,17/07/1984,34,2,Monthly,Permanent,Hopkins_TX,85,1
58eb879ca4f5930100cea83b,,7,Iron,WI,Full Time,Female,White,1/02/1986,32,2,Monthly,Permanent,Iron_WI,28,0
58eb8c07a4f5930100cea83c,,7,Chaffee,CO,Full Time,Female,White,28/01/1989,29,1,Monthly,Permanent,Chaffee_CO,88,1
58ebaedba4f5930100cea846,,7,Wicomico,MD,Full Time,Male,White,29/03/1976,42,2,Monthly,Permanent,Wicomico_MD,12,0
58ebca05a4f5930100cea849,,7,Robeson,NC,Full Time,Male,White,24/04/1989,29,1,Monthly,Permanent,Robeson_NC,78,1
58ebfdc4d7aff30100ae18f8,,7,Franklin,VA,Full Time,Male,White,14/12/1965,53,2,Monthly,Permanent,Franklin_VA,18,0
58ecb2dba4f5930100cea84f,,7,Sequoyah,OK,Full Time,Male,White,29/11/1985,33,2,Monthly,Permanent,Sequoyah_OK,41,0
58ef835ba4f5930100cea85a,,7,McLean,IL,Full Time,Female,White,26/02/1985,33,2,Monthly,Permanent,McLean_IL,30,0
58ef8af6d7aff30100ae1907,,7,Coffee,AL,Full Time,Male,White,24/02/1987,31,2,Monthly,Permanent,Coffee_AL,38,0
58ef8c09a4f5930100cea85b,,7,Iredell,NC,Full Time,Male,White,6/04/1989,29,1,Monthly,Permanent,Iredell_NC,54,1
58ef9aeaa4f5930100cea85f,,7,Wood,WI,Full Time,Male,White,19/07/1987,31,2,Monthly,Permanent,Wood_WI,74,1
58efd982a4f5930100cea868,,7,Heard,GA,Full Time,Female,White,3/05/1979,39,2,Monthly,Fixed Term,Heard_GA,91,1
58f0a344d7aff30100ae1913,,7,Prince Edward,VA,Full Time,Male,White,26/06/1991,27,1,Monthly,Fixed Term,Prince Edward_VA,23,0
58f0aadfd7aff30100ae1915,,7,Macomb,MI,Full Time,Female,White,20/07/1986,32,2,Monthly,Permanent,Macomb_MI,97,1
58f0d4d4a4f5930100cea874,,7,Muskingum,OH,Full Time,Male,White,5/01/1970,48,2,Monthly,Permanent,Muskingum_OH,77,1
58f0ffb5d7aff30100ae191c,,7,Hamilton,OH,Full Time,Female,White,18/09/1985,33,2,Monthly,Fixed Term,Hamilton_OH,86,1
58f157e2d7aff30100ae1926,,7,Suffolk,NY,Full Time,Male,White,9/02/1972,46,2,Monthly,Fixed Term,Suffolk_NY,74,1
58f20a98d7aff30100ae1927,,7,Polk,IA,Full Time,Male,Black or Black British,6/04/1980,38,2,Monthly,Permanent,Polk_IA,75,1
58f23b14d7aff30100ae192c,,7,Morgan,IN,Full Time,Male,White,6/07/1961,57,2,Monthly,Permanent,Morgan_IN,52,1
58f23f9ed7aff30100ae192d,,7,York,PA,Full Time,Male,White,1/07/1964,54,2,Monthly,Permanent,York_PA,44,0
58f3723ad7aff30100ae1932,,7,Washington,PA,Full Time,Male,White,27/12/1991,27,1,Monthly,Permanent,Washington_PA,12,0
58f4cd67a4f5930100cea888,,7,Accomack,VA,Full Time,Male,White,1/07/1964,54,2,Monthly,Permanent,Accomack_VA,53,1
58e7dd31a4f5930100cea811,,8,Saint Lucie,FL,Part Time,Female,White,6/12/1996,22,1,2-Weekly,Permanent,Saint Lucie_FL,62,1
58e8e035a4f5930100cea818,,8,Hamilton,TN,Full Time,Male,American Ethnicities,22/12/1992,26,1,2-Weekly,Fixed Term,Hamilton_TN,71,1
58e8e916a4f5930100cea81b,,8,Dakota,MN,Part Time,Male,American Ethnicities,17/04/1990,28,1,2-Weekly,Permanent,Dakota_MN,66,1
58e8ea23d7aff30100ae18cb,,8,Coosa,AL,Part Time,Male,American Ethnicities,26/10/1992,26,1,2-Weekly,Fixed Term,Coosa_AL,51,1
58eaa5a9a4f5930100cea82e,,8,Levy,FL,Full Time,Male,White,31/03/1989,29,1,Monthly,Permanent,Levy_FL,59,1
58eb51a5a4f5930100cea830,,8,Richland,OH,Full Time,Male,White,1/06/1986,32,2,Monthly,Permanent,Richland_OH,36,0
58eb6e62a4f5930100cea832,,8,Wise,VA,Full Time,Male,White,15/02/1983,35,2,Monthly,Permanent,Wise_VA,14,0
58eb7e2ea4f5930100cea837,,8,Worcester,MA,Full Time,Female,White,10/09/1985,33,2,Monthly,Permanent,Worcester_MA,60,1
58eb80acd7aff30100ae18ed,,8,Muscatine,IA,Full Time,Male,White,18/08/1987,31,2,Monthly,Permanent,Muscatine_IA,5,0
58eb9f44d7aff30100ae18f1,,8,Orangeburg,SC,Full Time,Male,White,12/10/1987,31,2,Monthly,Permanent,Orangeburg_SC,38,0
58ebb218a4f5930100cea847,,8,Dane,WI,Full Time,Male,Chinese,17/07/1984,34,2,Monthly,Permanent,Dane_WI,17,0
58ef45dba4f5930100cea851,,8,Waldo,ME,Full Time,Female,White,13/08/1988,30,1,Monthly,Permanent,Waldo_ME,82,1
58ef45f9d7aff30100ae18ff,,8,Kennebec,ME,Full Time,Female,White,15/09/1987,31,2,Monthly,Permanent,Kennebec_ME,26,0
58ef5327d7aff30100ae1901,,8,Saint Louis,MO,Full Time,Male,Black or Black British,25/09/1970,48,2,Monthly,Permanent,Saint Louis_MO,58,1
58ef8822d7aff30100ae1905,,8,Clark,AR,Full Time,Male,White,13/01/1984,34,2,Monthly,Permanent,Clark_AR,49,0
58ef8b6cd7aff30100ae1908,,8,Delaware,PA,Full Time,Male,White,8/06/1983,35,2,Monthly,Permanent,Delaware_PA,100,1
58ef943bd7aff30100ae190a,,8,Kandiyohi,MN,Full Time,Male,Black or Black British,22/08/1987,31,2,Monthly,Permanent,Kandiyohi_MN,71,1
58efac32a4f5930100cea862,,8,Somerset,PA,Full Time,Male,Black or Black British,1/03/1963,55,2,Monthly,Fixed Term,Somerset_PA,53,1
58efae0fa4f5930100cea863,,8,Washington,PA,Full Time,Male,White,22/10/1987,31,2,Monthly,Permanent,Washington_PA,12,0
58f09c3da4f5930100cea86b,,8,Macon,MO,Full Time,Male,White,16/05/1962,56,2,Monthly,Permanent,Macon_MO,72,1
58f0c335d7aff30100ae1916,,8,Bradford,PA,Full Time,Male,White,11/09/1963,55,2,Monthly,Permanent,Bradford_PA,52,1
58f10b8fa4f5930100cea87b,,8,Macoupin,IL,Full Time,Male,White,18/03/1964,54,2,Monthly,Permanent,Macoupin_IL,87,1
58f1115cd7aff30100ae1921,,8,Isle of Wight,VA,Full Time,Male,White,15/05/1988,30,1,Monthly,Permanent,Isle of Wight_VA,70,1
58f11718d7aff30100ae1923,,8,Dubois,IN,Full Time,Male,White,24/12/1955,63,2,Monthly,Permanent,Dubois_IN,97,1
58f1f1dfa4f5930100cea880,,8,Hanover,VA,Full Time,Male,White,7/01/1965,53,2,Monthly,Fixed Term,Hanover_VA,67,1
58f1fc78a4f5930100cea882,,8,Portage,OH,Full Time,Female,White,5/05/1961,57,2,Monthly,Permanent,Portage_OH,56,1
58f2244dd7aff30100ae1929,,8,Essex,NY,Full Time,Male,White,18/01/1990,28,1,Monthly,Permanent,Essex_NY,83,1
58f231aaa4f5930100cea884,,8,Lincoln,MO,Full Time,Male,White,24/11/1987,31,2,Monthly,Fixed Term,Lincoln_MO,43,0
58f24fc7a4f5930100cea887,,8,Chambers,AL,Full Time,Female,White,6/04/1987,31,2,Monthly,Permanent,Chambers_AL,69,1
58eb932ba4f5930100cea840,,9,Dolores,CO,Full Time,Male,White,19/11/1958,60,2,Monthly,Permanent,Dolores_CO,93,1
58efa186a4f5930100cea861,,9,Humboldt,NV,Full Time,Male,White,2/08/1984,34,2,Monthly,Permanent,Humboldt_NV,69,1
58efb6c3a4f5930100cea864,,9,Marion,OR,Full Time,Male,Asian or Asian British,1/08/1987,31,2,Monthly,Permanent,Marion_OR,3,0
58f10b67a4f5930100cea87a,,9,Dallas,IA,Full Time,Female,White,13/10/1989,29,1,Monthly,Permanent,Dallas_IA,15,0
58f10e6fd7aff30100ae1920,,9,Echols,GA,Full Time,Male,White,6/05/1981,37,2,Monthly,Permanent,Echols_GA,15,0
58f23750d7aff30100ae192b,,9,Kent,MI,Full Time,Male,White,9/06/1989,29,1,Monthly,Permanent,Kent_MI,41,0
58e8c0b3a4f5930100cea815,,10,Allegheny,PA,Part Time,Male,American Ethnicities,24/10/1995,23,1,2-Weekly,Permanent,Allegheny_PA,72,1
58e8e1cea4f5930100cea819,,10,Dawes,NE,Full Time,Female,American Ethnicities,20/09/1991,27,1,2-Weekly,Permanent,Dawes_NE,49,0
58eba2f8a4f5930100cea843,,10,Madison,IL,Full Time,Male,White,6/12/1984,34,2,Monthly,Permanent,Madison_IL,5,0
58ebe307a4f5930100cea84c,,10,Colusa,CA,Full Time,Male,White,15/06/1979,39,2,Monthly,Permanent,Colusa_CA,3,0
58efa436d7aff30100ae190b,,10,Ashe,NC,Full Time,Male,White,27/08/1976,42,2,Monthly,Permanent,Ashe_NC,28,0
58f0d0fca4f5930100cea873,,10,Oxford,ME,Full Time,Female,White,14/09/1989,29,1,Monthly,Permanent,Oxford_ME,22,0
58f105a0a4f5930100cea879,,10,Simpson,KY,Full Time,Female,White,4/12/1992,26,1,Monthly,Fixed Term,Simpson_KY,63,1
58f21768d7aff30100ae1928,,10,Pickaway,OH,Full Time,Male,Chinese,10/12/1972,46,2,Monthly,Permanent,Pickaway_OH,92,1
